Nom,Blues,Classical,Country,Disco,HipHop,Jazz,Metal,Pop,Reggae,Rock,ChoixMax
./Data/genres_original/jazz\jazz.00000.wav,5.3099956e-07,0.9997873,2.7142114e-08,6.180136e-10,2.9576236e-07,0.00020945337,9.217087e-07,5.5801463e-10,4.3017658e-07,1.0581016e-06,Classical
./Data/genres_original/jazz\jazz.00001.wav,9.785411e-06,0.99959224,7.466364e-07,1.3903342e-08,1.6543285e-06,0.00035090075,2.6238662e-05,1.6710954e-08,5.1265506e-06,1.3361529e-05,Classical
./Data/genres_original/jazz\jazz.00002.wav,0.006006775,0.98847723,2.2499049e-07,8.746009e-08,2.282576e-07,0.005434901,5.234554e-05,1.6918019e-06,2.5740215e-05,8.3168044e-07,Classical
./Data/genres_original/jazz\jazz.00003.wav,4.294192e-05,0.99859065,3.136842e-07,3.689396e-08,1.3906711e-06,0.0012742901,6.743977e-05,6.507207e-08,7.491065e-06,1.5213384e-05,Classical
./Data/genres_original/jazz\jazz.00004.wav,0.057569373,0.738779,0.00033657294,1.4317458e-05,4.8460744e-05,0.19630928,0.0067534046,2.3241391e-05,2.9434954e-05,0.00013687018,Classical
./Data/genres_original/jazz\jazz.00005.wav,0.58115375,0.3564898,0.0013219126,6.090482e-06,0.00018687519,0.012154337,0.04779986,0.00021838778,8.168866e-06,0.00066092383,Blues
./Data/genres_original/jazz\jazz.00006.wav,0.0007078279,0.9964155,8.907362e-07,2.5767042e-07,2.0980676e-06,0.0026168777,0.0002175732,1.7513904e-06,1.4027614e-05,2.3161245e-05,Classical
./Data/genres_original/jazz\jazz.00007.wav,1.5838787e-06,0.99602246,2.776056e-06,2.5918359e-08,1.95288e-05,0.0038971184,1.2313815e-05,2.9774437e-08,1.2299767e-05,3.1978376e-05,Classical
./Data/genres_original/jazz\jazz.00008.wav,0.0021831798,0.9817343,2.014301e-06,3.664273e-07,7.5146395e-06,0.015662177,0.00038879045,9.256365e-07,9.6514195e-06,1.1121679e-05,Classical
./Data/genres_original/jazz\jazz.00009.wav,0.009721426,0.98812896,3.0198496e-06,4.699788e-08,2.1530066e-06,0.0016923555,0.00041156763,3.0166575e-06,1.1815102e-06,3.6331367e-05,Classical
./Data/genres_original/jazz\jazz.00010.wav,1.5480363e-07,0.999979,7.7332825e-09,1.3249607e-09,5.8077166e-08,1.5672627e-05,1.3116366e-07,6.2373897e-09,2.9211308e-06,2.1246083e-06,Classical
./Data/genres_original/jazz\jazz.00011.wav,0.0012530335,0.9919858,3.6197953e-06,5.722112e-07,1.7604145e-06,0.0064509795,0.00023255055,7.888983e-06,3.1048207e-06,6.0614064e-05,Classical
./Data/genres_original/jazz\jazz.00012.wav,0.0070752106,0.7933555,0.00093832205,0.00022620085,0.004479946,0.1250879,0.056831874,0.00014886429,0.0011037367,0.010752325,Classical
./Data/genres_original/jazz\jazz.00013.wav,0.01257957,0.9472196,3.905613e-06,2.2804065e-06,0.0023065251,0.024989383,0.0049001835,2.382284e-06,0.007921938,7.433124e-05,Classical
./Data/genres_original/jazz\jazz.00014.wav,0.0092427395,0.96481633,2.6347268e-05,1.695227e-05,1.5877946e-05,0.0060376828,0.018692935,9.188115e-05,0.00027134086,0.000788019,Classical
./Data/genres_original/jazz\jazz.00015.wav,0.0094645545,0.94940025,7.325709e-06,2.8536692e-06,0.001860766,0.0042489977,0.033510767,4.9182863e-06,2.1917675e-05,0.0014776326,Classical
./Data/genres_original/jazz\jazz.00016.wav,7.1918175e-06,0.9996575,2.7669735e-08,2.7386458e-09,2.5203207e-07,0.00032477395,6.494316e-06,2.4898394e-09,2.936683e-06,7.9779096e-07,Classical
./Data/genres_original/jazz\jazz.00017.wav,0.017797146,0.84642994,0.000101224236,1.1851356e-06,1.1558753e-05,0.13554999,6.951675e-05,1.0585612e-06,2.4710085e-05,1.3588869e-05,Classical
./Data/genres_original/jazz\jazz.00018.wav,0.00087212777,0.99698013,1.5134992e-06,1.1616554e-07,2.6402217e-06,0.0006332261,0.0014549056,9.5146373e-07,4.804779e-06,4.9594197e-05,Classical
./Data/genres_original/jazz\jazz.00019.wav,0.00076900964,0.9603647,9.920969e-05,1.1148724e-06,2.9800967e-05,0.033817075,0.0039526527,7.055773e-06,4.2785873e-06,0.0009550932,Classical
./Data/genres_original/jazz\jazz.00020.wav,1.690981e-07,0.99997807,5.398817e-10,2.3497676e-10,3.845082e-08,1.449889e-05,7.2644565e-07,9.980015e-10,5.8757564e-06,5.7014853e-07,Classical
./Data/genres_original/jazz\jazz.00021.wav,4.2560252e-05,0.9969022,3.4547838e-06,1.8055273e-09,4.5609627e-06,0.0029492863,8.9389614e-05,1.6483532e-09,6.546048e-07,8.008725e-06,Classical
./Data/genres_original/jazz\jazz.00022.wav,3.7783866e-05,0.9997003,3.3173198e-08,2.3910116e-09,4.981682e-08,0.0002537774,2.7613376e-06,8.001132e-09,5.0180747e-06,4.1480757e-07,Classical
./Data/genres_original/jazz\jazz.00023.wav,5.2342984e-06,0.9997116,4.599769e-08,1.586553e-09,1.2024124e-07,0.00025486902,2.5028037e-05,3.785657e-09,8.0353504e-07,2.2094716e-06,Classical
./Data/genres_original/jazz\jazz.00024.wav,0.009776529,0.949515,2.6317735e-05,8.8507807e-07,5.539919e-05,0.03659844,0.0038936439,2.453896e-06,4.3165554e-05,8.8241744e-05,Classical
./Data/genres_original/jazz\jazz.00025.wav,0.18417647,0.7127994,0.0013699745,0.00063992455,0.011942544,0.048778236,0.021043008,0.00133561,0.00730874,0.010606114,Classical
./Data/genres_original/jazz\jazz.00026.wav,3.128915e-05,0.9997186,1.3187041e-09,6.16695e-09,8.615909e-09,0.00024136278,4.105457e-06,3.482777e-08,4.24195e-06,4.0947992e-07,Classical
./Data/genres_original/jazz\jazz.00027.wav,0.81393576,0.16284746,1.6241574e-05,5.075945e-05,0.00836288,0.0038030723,0.009966179,0.0004588973,0.00015993271,0.00039885478,Blues
./Data/genres_original/jazz\jazz.00028.wav,1.1655497e-05,0.9979678,7.1706665e-07,2.4930378e-09,1.5498847e-06,0.00200555,9.573306e-06,3.010121e-09,8.3999794e-07,2.2694637e-06,Classical
./Data/genres_original/jazz\jazz.00029.wav,0.00046050403,0.9928052,8.843873e-06,4.887072e-07,0.00026287994,0.0051237973,0.0011008903,2.1239498e-07,0.0001556087,8.156342e-05,Classical
